Gene Model ID	Gene Symbol	Source	Chromosome	Start	End
GRMZM2G088365	az22z5	MaizeGDB-curated	Chr4	5,083,079	5,084,155
GRMZM2G172795	b1	MaizeGDB-curated	Chr2	19,041,697	19,046,154
GRMZM2G397518	ba1	MaizeGDB-curated	Chr3	183,139,911	183,140,880
GRMZM2G072274	baf1	MaizeGDB-curated	Chr9	21,976,903	21,978,472
GRMZM2G145720	bak1	MaizeGDB-curated	Chr9	35,179,613	35,185,362
GRMZM2G008271	bap1a	MaizeGDB-curated	Chr10	80,861,842	80,863,106
GRMZM2G008403	bap1b	MaizeGDB-curated	Chr10	80,878,304	80,878,997
GRMZM2G077673	bas1	MaizeGDB-curated	Chr7	149,169,258	149,171,046
GRMZM2G007928	bbi1	MaizeGDB-curated	Chr3	179,685,800	179,686,954
GRMZM2G179366	bbr1	MaizeGDB-curated	Chr1	192,523,101	192,525,654
GRMZM2G166230	bbr2	MaizeGDB-curated	Chr2	157,868,458	157,869,994
GRMZM2G164735	bbr3	MaizeGDB-curated	Chr4	43,266,139	43,268,012
GRMZM2G118690	bbr4	MaizeGDB-curated	Chr9	23,765,880	23,771,224
GRMZM2G307119	bd1	MaizeGDB-curated	Chr7	172,248,843	172,250,339
GRMZM2G090432	ben1	MaizeGDB-curated	Chr5	6,548,812	6,551,287
GRMZM2G102514	bes1	MaizeGDB-curated	Chr7	160,551,419	160,553,078
GRMZM2G091445	betl10	MaizeGDB-curated	Chr3	155,423,558	155,424,150
GRMZM2G073290	betl4	MaizeGDB-curated	Chr4	209,022,805	209,023,472
GRMZM2G087413	betl9	MaizeGDB-curated	Chr3	138,651,695	138,652,380
GRMZM2G051219	bf1	MaizeGDB-curated	Chr9	153,861,473	153,877,358
GRMZM2G172204	bgaf1	MaizeGDB-curated	Chr7	26,167,430	26,169,874
GRMZM2G067654	bhlh10	MaizeGDB-curated	Chr9	12,986,561	12,988,736
GRMZM2G313756	bhlh100	MaizeGDB-curated	Chr10	108,376,074	108,377,174
GRMZM2G173521	bhlh101	MaizeGDB-curated	Chr2	73,730,378	73,731,762
GRMZM2G355469	bhlh102	MaizeGDB-curated	Chr10	118,390,725	118,392,197
GRMZM2G301089	bhlh103	MaizeGDB-curated	Chr1	274,801,584	274,803,327
GRMZM2G088443	bhlh104	MaizeGDB-curated	Chr3	14,937,168	14,939,315
GRMZM2G082586	bhlh105	MaizeGDB-curated	Chr7	128,740,346	128,742,573
GRMZM2G089501	bhlh106	MaizeGDB-curated	Chr7	130,270,033	130,277,723
GRMZM2G145146	bhlh107	MaizeGDB-curated	Chr7	127,620,549	127,621,728
GRMZM2G119823	bhlh108	MaizeGDB-curated	Chr10	105,635,764	105,638,288
GRMZM2G013688	bhlh109	MaizeGDB-curated	Chr7	139,760,958	139,761,887
GRMZM2G176289	bhlh11	MaizeGDB-curated	Chr4	160,021,000	160,023,829
GRMZM2G452996	bhlh110	MaizeGDB-curated	Chr1	12,462,798	12,465,171
GRMZM2G150327	bhlh111	MaizeGDB-curated	Chr1	112,414,537	112,416,571
GRMZM5G879527	bhlh112	MaizeGDB-curated	Chr1	188,065,123	188,068,113
GRMZM2G471635	bhlh113	MaizeGDB-curated	Chr4	57,373,825	57,374,550
GRMZM2G095899	bhlh114	MaizeGDB-curated	Chr1	257,635,033	257,637,914
GRMZM2G068604	bhlh115	MaizeGDB-curated	Chr1	178,455,867	178,460,697
GRMZM2G042895	bhlh116	MaizeGDB-curated	Chr10	76,600,002	76,602,213
GRMZM2G062541	bhlh117	MaizeGDB-curated	Chr10	87,704,026	87,706,060
GRMZM2G061906	bhlh118	MaizeGDB-curated	Chr6	151,319,278	151,321,414
GRMZM5G863198	bhlh119	MaizeGDB-curated	Chr5	150,359,143	150,360,185
GRMZM2G316758	bhlh12	MaizeGDB-curated	Chr4	174,031,590	174,034,049
GRMZM2G109605	bhlh120	MaizeGDB-curated	Chr6	49,157,774	49,159,839
GRMZM2G083504	bhlh121	MaizeGDB-curated	Chr2	192,028,339	192,031,016
AC233960.1_FG005	bhlh122	MaizeGDB-curated	Chr5	200,017,893	200,019,898
GRMZM2G369629	bhlh123	MaizeGDB-curated	Chr6	124,380,275	124,381,777
GRMZM2G132550	bhlh124	MaizeGDB-curated	Chr6	132,371,821	132,374,168
GRMZM2G017349	bhlh125	MaizeGDB-curated	Chr9	16,492,659	16,496,592
GRMZM2G057413	bhlh126	MaizeGDB-curated	Chr3	148,071,103	148,072,213
GRMZM2G128807	bhlh127	MaizeGDB-curated	Chr5	62,292,037	62,293,983
GRMZM2G314882	bhlh128	MaizeGDB-curated	Chr4	240,582,530	240,585,487
GRMZM5G856837	bhlh129	MaizeGDB-curated	Chr5	69,476,595	69,479,221
GRMZM2G091003	bhlh13	MaizeGDB-curated	Chr4	157,508,570	157,511,308
GRMZM2G033356	bhlh130	MaizeGDB-curated	Chr4	23,448,577	23,452,318
GRMZM2G171464	bhlh131	MaizeGDB-curated	Chr9	154,113,331	154,114,780
GRMZM2G114873	bhlh132	MaizeGDB-curated	Chr3	166,491,755	166,495,032
GRMZM2G437481	bhlh133	MaizeGDB-curated	Chr10	126,674,304	126,678,092
GRMZM2G086474	bhlh134	MaizeGDB-curated	Chr10	135,701,832	135,705,430
GRMZM2G134735	bhlh135	MaizeGDB-curated	Chr1	199,103,560	199,104,328
GRMZM2G144275	bhlh136	MaizeGDB-curated	Chr7	137,522,634	137,525,144
GRMZM2G019806	bhlh137	MaizeGDB-curated	Chr1	271,047,086	271,049,436
GRMZM2G176141	bhlh138	MaizeGDB-curated	Chr2	180,804,696	180,807,605
GRMZM2G064638	bhlh139	MaizeGDB-curated	Chr5	140,971,813	140,976,844
GRMZM5G817854	bhlh14	MaizeGDB-curated	Chr3	159,527,964	159,528,647
GRMZM2G475289	bhlh140	MaizeGDB-curated	Chr1	4,742,268	4,744,173
GRMZM2G080168	bhlh141	MaizeGDB-curated	Chr4	17,257,180	17,259,695
GRMZM2G074438	bhlh142	MaizeGDB-curated	Chr6	98,786,270	98,791,819
GRMZM2G043854	bhlh143	MaizeGDB-curated	Chr9	141,691,622	141,695,021
GRMZM2G042893	bhlh144	MaizeGDB-curated	Chr2	81,074,165	81,077,414
GRMZM2G472671	bhlh145	MaizeGDB-curated	Chr1	196,839,526	196,840,758
GRMZM2G085467	bhlh146	MaizeGDB-curated	Chr7	132,922,697	132,925,252
GRMZM2G383841	bhlh147	MaizeGDB-curated	Chr2	209,280,712	209,282,012
GRMZM2G080054	bhlh148	MaizeGDB-curated	Chr2	9,449,250	9,451,125
GRMZM2G057260	bhlh15	MaizeGDB-curated	Chr7	162,119,125	162,124,837
GRMZM2G045431	bhlh150	MaizeGDB-curated	Chr7	125,355,436	125,357,466
GRMZM2G137541	bhlh151	MaizeGDB-curated	Chr2	189,054,253	189,057,549
GRMZM5G839518	bhlh152	MaizeGDB-curated	Chr5	174,979,821	174,983,548
GRMZM2G036554	bhlh153	MaizeGDB-curated	Chr10	87,433,402	87,434,930
GRMZM2G385543	bhlh154	MaizeGDB-curated	Chr5	9,129,443	9,131,483
GRMZM2G042101	bhlh155	MaizeGDB-curated	Chr4	181,930,597	181,931,947
GRMZM2G317450	bhlh156	MaizeGDB-curated	Chr5	204,572,094	204,577,083
GRMZM2G009478	bhlh157	MaizeGDB-curated	Chr2	189,179,955	189,185,728
GRMZM2G165090	bhlh158	MaizeGDB-curated	Chr1	168,447,178	168,451,942
GRMZM2G004356	bhlh159	MaizeGDB-curated	Chr5	4,217,936	4,222,849
GRMZM2G006631	bhlh160	MaizeGDB-curated	Chr1	19,099,172	19,101,186
GRMZM2G045883	bhlh161	MaizeGDB-curated	Chr5	208,944,482	208,949,818
GRMZM2G093744	bhlh162	MaizeGDB-curated	Chr10	83,606,148	83,609,440
GRMZM5G865967	bhlh163	MaizeGDB-curated	Chr1	172,897,122	172,899,655
GRMZM2G058451	bhlh164	MaizeGDB-curated	Chr7	155,380,896	155,384,951
GRMZM2G145579	bhlh165	MaizeGDB-curated	Chr4	47,618,440	47,620,839
GRMZM2G114444	bhlh166	MaizeGDB-curated	Chr3	218,561,885	218,567,450
GRMZM2G147685	bhlh167	MaizeGDB-curated	Chr2	52,437,508	52,442,955
GRMZM2G030744	bhlh168	MaizeGDB-curated	Chr5	214,476,567	214,480,784
GRMZM2G113257	bhlh169	MaizeGDB-curated	Chr2	187,772,580	187,773,665
GRMZM2G137358	bhlh17	MaizeGDB-curated	Chr1	289,415,533	289,418,791
GRMZM2G082630	bhlh170	MaizeGDB-curated	Chr1	200,448,170	200,449,019
GRMZM2G024530	bhlh171	MaizeGDB-curated	Chr9	11,565,132	11,570,108
GRMZM2G017586	bhlh172	MaizeGDB-curated	Chr4	35,609,001	35,611,562
GRMZM5G882527	bhlh173	MaizeGDB-curated	Chr1	195,753,205	195,755,657
GRMZM2G016039	bhlh174	MaizeGDB-curated	Chr4	63,778,666	63,781,023
GRMZM2G173534	bhlh175	MaizeGDB-curated	Chr3	156,404,566	156,407,511
GRMZM2G082343	bhlh18	MaizeGDB-curated	Chr5	9,626,997	9,629,496
GRMZM2G066057	bhlh19	MaizeGDB-curated	Chr8	8,416,520	8,418,397
GRMZM2G414252	bhlh20	MaizeGDB-curated	Chr2	185,616,246	185,617,611
AC233899.1_FG002	bhlh21	MaizeGDB-curated	Chr9	149,930,657	149,932,165
GRMZM2G162450	bhlh22	MaizeGDB-curated	Chr8	75,508,770	75,510,438
GRMZM2G178182	bhlh23	MaizeGDB-curated	Chr2	193,433,358	193,435,869
GRMZM2G085751	bhlh24	MaizeGDB-curated	Chr4	225,161,834	225,165,399
GRMZM2G081816	bhlh25	MaizeGDB-curated	Chr3	219,263,852	219,266,149
GRMZM2G018472	bhlh26	MaizeGDB-curated	Chr1	168,430,589	168,435,266
GRMZM2G092091	bhlh27	MaizeGDB-curated	Chr1	272,109,897	272,113,700
GRMZM2G155043	bhlh28	MaizeGDB-curated	Chr1	257,844,735	257,852,201
GRMZM2G101350	bhlh29	MaizeGDB-curated	Chr5	200,993,308	200,996,110
GRMZM2G180452	bhlh3	MaizeGDB-curated	Chr1	29,260,545	29,264,281
GRMZM2G036092	bhlh30	MaizeGDB-curated	Chr5	207,554,896	207,556,510
GRMZM2G435015	bhlh31	MaizeGDB-curated	Chr7	140,262,343	140,265,347
GRMZM2G180406	bhlh32	MaizeGDB-curated	Chr3	162,105,905	162,109,184
GRMZM2G015666	bhlh33	MaizeGDB-curated	Chr2	188,465,323	188,467,491
GRMZM2G045109	bhlh34	MaizeGDB-curated	Chr9	68,081,459	68,085,268
GRMZM2G173372	bhlh35	MaizeGDB-curated	Chr1	7,991,271	7,993,431
GRMZM2G008691	bhlh36	MaizeGDB-curated	Chr4	179,831,785	179,834,012
GRMZM2G107672	bhlh37	MaizeGDB-curated	Chr2	160,532,119	160,533,504
GRMZM2G165188	bhlh38	MaizeGDB-curated	Chr4	4,752,932	4,754,547
GRMZM2G162382	bhlh39	MaizeGDB-curated	Chr7	10,699,275	10,703,311
AC177924.2_FG001	bhlh4	MaizeGDB-curated	Chr2	71,347,459	71,352,265
GRMZM2G526668	bhlh40	MaizeGDB-curated	Chr4	82,667,624	82,670,258
GRMZM2G171818	bhlh41	MaizeGDB-curated	Chr2	221,338,746	221,341,097
GRMZM2G107276	bhlh42	MaizeGDB-curated	Chr1	214,199,438	214,201,742
GRMZM2G165042	bhlh43	MaizeGDB-curated	Chr1	252,434,109	252,437,685
GRMZM2G175480	bhlh44	MaizeGDB-curated	Chr8	91,709,652	91,711,010
GRMZM2G481280	bhlh45	MaizeGDB-curated	Chr6	6,917,077	6,917,523
GRMZM2G148723	bhlh46	MaizeGDB-curated	Chr3	1,600,639	1,613,076
GRMZM2G065374	bhlh47	MaizeGDB-curated	Chr1	283,670,986	283,676,031
GRMZM2G027068	bhlh48	MaizeGDB-curated	Chr1	291,976,341	291,978,412
GRMZM2G137374	bhlh49	MaizeGDB-curated	Chr1	6,562,587	6,564,261
GRMZM2G116785	bhlh5	MaizeGDB-curated	Chr6	107,553,355	107,556,923
GRMZM2G137380	bhlh50	MaizeGDB-curated	Chr1	6,567,359	6,573,560
GRMZM2G139372	bhlh51	MaizeGDB-curated	Chr4	238,494,709	238,498,244
GRMZM5G812883	bhlh52	MaizeGDB-curated	Chr4	39,775,178	39,776,044
GRMZM2G111146	bhlh53	MaizeGDB-curated	Chr5	198,825,972	198,829,612
AC193786.3_FG005	bhlh54	MaizeGDB-curated	Chr8	157,462,749	157,463,805
GRMZM2G030762	bhlh55	MaizeGDB-curated	Chr8	162,106,868	162,110,024
GRMZM2G072376	bhlh56	MaizeGDB-curated	Chr1	36,921,186	36,922,008
GRMZM2G159937	bhlh57	MaizeGDB-curated	Chr3	204,715,844	204,717,904
AC198518.3_FG005	bhlh58	MaizeGDB-curated	Chr3	107,386,150	107,387,495
GRMZM2G303463	bhlh59	MaizeGDB-curated	Chr2	227,935,074	227,939,134
GRMZM2G417597	bhlh6	MaizeGDB-curated	Chr2	190,350,810	190,353,409
GRMZM2G016756	bhlh60	MaizeGDB-curated	Chr5	5,102,185	5,106,027
GRMZM5G818776	bhlh61	MaizeGDB-curated	Chr4	39,756,428	39,757,291
GRMZM2G333582	bhlh62	MaizeGDB-curated	Chr8	21,912,581	21,916,036
GRMZM2G166642	bhlh63	MaizeGDB-curated	Chr3	3,342,194	3,344,518
GRMZM2G175955	bhlh64	MaizeGDB-curated	Chr1	182,200,079	182,224,660
GRMZM2G115960	bhlh68	MaizeGDB-curated	Chr3	48,806,991	48,810,673
GRMZM2G378653	bhlh69	MaizeGDB-curated	Chr9	102,204,171	102,210,509
GRMZM2G042920	bhlh7	MaizeGDB-curated	Chr10	142,141,640	142,143,666
GRMZM2G397755	bhlh70	MaizeGDB-curated	Chr3	5,777,497	5,779,734
GRMZM2G120021	bhlh71	MaizeGDB-curated	Chr1	257,791,786	257,797,338
GRMZM2G170559	bhlh72	MaizeGDB-curated	Chr5	155,134,147	155,137,380
GRMZM2G008898	bhlh73	MaizeGDB-curated	Chr2	233,050,785	233,053,965
GRMZM2G035156	bhlh74	MaizeGDB-curated	Chr1	15,133,264	15,135,363
GRMZM2G395549	bhlh75	MaizeGDB-curated	Chr3	113,451,859	113,489,330
GRMZM2G112629	bhlh76	MaizeGDB-curated	Chr3	29,613,767	29,617,374
GRMZM2G463133	bhlh77	MaizeGDB-curated	Chr8	138,472,851	138,478,264
GRMZM2G049686	bhlh78	MaizeGDB-curated	Chr1	178,465,632	178,471,112
GRMZM2G173862	bhlh79	MaizeGDB-curated	Chr8	171,949,309	171,951,373
GRMZM2G038479	bhlh8	MaizeGDB-curated	Chr4	195,089,318	195,090,145
GRMZM2G142932	bhlh80	MaizeGDB-curated	Chr2	205,425,915	205,430,161
GRMZM5G828396	bhlh81	MaizeGDB-curated	Chr1	192,065,332	192,068,032
GRMZM2G417164	bhlh82	MaizeGDB-curated	Chr8	78,660,104	78,661,278
GRMZM2G169947	bhlh83	MaizeGDB-curated	Chr3	29,652,992	29,653,739
GRMZM2G159456	bhlh84	MaizeGDB-curated	Chr1	15,267,736	15,269,173
GRMZM2G354618	bhlh85	MaizeGDB-curated	Chr4	39,739,891	39,740,988
GRMZM5G818643	bhlh86	MaizeGDB-curated	Chr7	129,994,890	129,998,161
GRMZM2G027563	bhlh87	MaizeGDB-curated	Chr7	115,302,848	115,305,396
GRMZM2G350165	bhlh88	MaizeGDB-curated	Chr2	181,310,638	181,313,797
AC216731.3_FG001	bhlh89	MaizeGDB-curated	Chr5	201,922,854	201,924,055
GRMZM2G407119	bhlh9	MaizeGDB-curated	Chr9	145,064,265	145,067,533
GRMZM2G153454	bhlh90	MaizeGDB-curated	Chr7	156,776,841	156,779,616
GRMZM2G049229	bhlh91	MaizeGDB-curated	Chr9	112,025,169	112,028,072
GRMZM2G164341	bhlh92	MaizeGDB-curated	Chr8	137,796,648	137,798,798
GRMZM5G899865	bhlh93	MaizeGDB-curated	Chr1	267,629,500	267,631,521
GRMZM5G849600	bhlh94	MaizeGDB-curated	Chr3	219,912,558	219,917,830
GRMZM2G107560	bhlh95	MaizeGDB-curated	Chr2	194,532,042	194,532,930
GRMZM2G172297	bhlh96	MaizeGDB-curated	Chr2	223,952,471	223,954,890
AC149829.2_FG004	bhlh97	MaizeGDB-curated	Chr9	151,395,822	151,396,321
GRMZM2G340177	bhlh98	MaizeGDB-curated	Chr9	80,126,699	80,131,343
GRMZM2G076636	bhlh99	MaizeGDB-curated	Chr8	29,235,609	29,238,897
GRMZM2G130953	bif1	MaizeGDB-curated	Chr8	18,321,199	18,323,290
GRMZM5G864847	bif4	MaizeGDB-curated	Chr6	130,188,997	130,190,406
GRMZM2G148937	bige1	MaizeGDB-curated	Chr5	1,543,960	1,547,006
GRMZM2G415007	bip2	MaizeGDB-curated	Chr4	240,596,989	240,600,763
GRMZM2G109326	bk2	MaizeGDB-curated	Chr9	123,497,640	123,499,951
GRMZM2G347056	bm2	MaizeGDB-curated	Chr1	292,165,519	292,171,793
GRMZM2G393334	bm4	MaizeGDB-curated	Chr9	154,723,992	154,730,009
GRMZM2G063162	bnl(pho80)	MaizeGDB-curated	Chr5	139,395,266	139,403,105
GRMZM5G805008	bpd1	MaizeGDB-curated	Chr7	37,739,239	37,740,147
GRMZM2G315375	br2	MaizeGDB-curated	Chr1	202,334,824	202,342,008
GRMZM2G103773	brd1	MaizeGDB-curated	Chr1	249,371,977	249,376,239
GRMZM2G048294	bri1a	MaizeGDB-curated	Chr8	154,615,633	154,619,705
GRMZM2G449830	bri1b	MaizeGDB-curated	Chr5	60,684,674	60,686,106
GRMZM5G842058	brk1	MaizeGDB-curated	Chr5	216,747,837	216,749,400
GRMZM2G180150	brk3	MaizeGDB-curated	Chr10	2,033,382	2,034,248
GRMZM5G886363	brk3	MaizeGDB-curated	Chr10	2,011,814	2,017,183
GRMZM2G092604	brl1	MaizeGDB-curated	Chr7	79,119,386	79,123,848
GRMZM2G002515	brl2	MaizeGDB-curated	Chr1	113,534,938	113,538,490
GRMZM2G438007	brl3	MaizeGDB-curated	Chr4	65,769,675	65,773,352
GRMZM2G163849	brm1	MaizeGDB-curated	Chr5	68,902,393	68,913,355
GRMZM2G065635	brs1	MaizeGDB-curated	Chr1	30,536,285	30,542,652
GRMZM2G170161	bsdtf1	MaizeGDB-curated	Chr2	226,346,872	226,351,462
GRMZM2G368898	bsdtf10	MaizeGDB-curated	Chr10	146,122,401	146,124,707
GRMZM2G013378	bsdtf2	MaizeGDB-curated	Chr3	41,600,483	41,602,814
GRMZM5G870572	bsdtf3	MaizeGDB-curated	Chr4	33,727,744	33,735,419
GRMZM2G127548	bsdtf4	MaizeGDB-curated	Chr4	164,281,187	164,285,309
GRMZM2G451806	bsdtf5	MaizeGDB-curated	Chr5	121,089,794	121,095,789
GRMZM2G145594	bsdtf6	MaizeGDB-curated	Chr5	204,479,884	204,482,990
GRMZM2G111672	bsdtf7	MaizeGDB-curated	Chr7	170,460,497	170,462,364
GRMZM2G027535	bsdtf8	MaizeGDB-curated	Chr8	172,530,034	172,533,971
GRMZM2G167207	bsdtf9	MaizeGDB-curated	Chr9	14,848,000	14,852,986
GRMZM2G168552	bss1	MaizeGDB-curated	Chr8	156,640,234	156,641,211
GRMZM2G068506	bt2	MaizeGDB-curated	Chr4	58,979,526	58,985,686
GRMZM2G041881	btf3	MaizeGDB-curated	Chr1	2,798,951	2,801,848
GRMZM2G366698	bv1	MaizeGDB-curated	Chr5	160,747,586	160,759,982
GRMZM2G085381	bx1	MaizeGDB-curated	Chr4	3,260,762	3,263,006
GRMZM2G311036	bx10	MaizeGDB-curated	Chr1	66,310,637	66,312,743
GRMZM2G336824	bx11	MaizeGDB-curated	Chr1	66,393,409	66,395,849
GRMZM2G023325	bx12	MaizeGDB-curated	Chr1	66,506,457	66,507,471
AC148152.3_FG005	bx13	MaizeGDB-curated	Chr2	231,952,642	231,954,277
GRMZM2G127418	bx14	MaizeGDB-curated	Chr2	144,827,059	144,828,816
GRMZM2G085661	bx2	MaizeGDB-curated	Chr4	3,265,213	3,267,368
GRMZM2G167549	bx3	MaizeGDB-curated	Chr4	3,003,162	3,005,932
GRMZM2G172491	bx4	MaizeGDB-curated	Chr4	3,051,215	3,054,036
GRMZM2G063756	bx5	MaizeGDB-curated	Chr4	3,112,925	3,115,501
GRMZM6G617209	bx6	MaizeGDB-curated	Chr4	1,252,638	1,254,044
GRMZM2G441753	bx7	MaizeGDB-curated	Chr4	18,244,663	18,245,553
GRMZM2G085054	bx8	MaizeGDB-curated	Chr4	3,214,647	3,216,558
GRMZM2G161335	bx9	MaizeGDB-curated	Chr1	180,333,582	180,335,486
GRMZM2G117851	bzip1	MaizeGDB-curated	Chr3	212,260,636	212,276,109
GRMZM2G136266	bzip10	MaizeGDB-curated	Chr10	7,921,801	7,925,637
GRMZM2G033413	bzip100	MaizeGDB-curated	Chr9	8,230,021	8,240,287
GRMZM2G129247	bzip101	MaizeGDB-curated	Chr6	150,274,418	150,276,924
GRMZM2G159134	bzip102	MaizeGDB-curated	Chr3	186,805,980	186,810,898
GRMZM2G092609	bzip103	MaizeGDB-curated	Chr5	170,106,632	170,111,141
GRMZM2G098904	bzip104	MaizeGDB-curated	Chr5	87,150,348	87,153,356
GRMZM2G056099	bzip105	MaizeGDB-curated	Chr9	134,188,555	134,195,791
GRMZM2G055413	bzip106	MaizeGDB-curated	Chr6	83,866,787	83,869,911
GRMZM2G094352	bzip107	MaizeGDB-curated	Chr10	49,989,443	49,992,484
GRMZM2G033230	bzip108	MaizeGDB-curated	Chr8	120,135,941	120,137,704
GRMZM2G366264	bzip109	MaizeGDB-curated	Chr10	5,534,459	5,537,102
GRMZM2G079365	bzip110	MaizeGDB-curated	Chr4	213,863,947	213,880,121
GRMZM2G073427	bzip111	MaizeGDB-curated	Chr1	170,592,733	170,597,621
GRMZM2G445575	bzip113	MaizeGDB-curated	Chr10	143,949,572	143,957,213
GRMZM2G428184	bzip114	MaizeGDB-curated	Chr1	5,738,361	5,741,644
GRMZM2G157177	bzip115	MaizeGDB-curated	Chr1	32,163,794	32,172,639
GRMZM2G132868	bzip116	MaizeGDB-curated	Chr8	100,221,799	100,225,360
AC233853.1_FG002	bzip117	MaizeGDB-curated	Chr3	3,820,878	3,822,105
GRMZM2G164848	bzip118	MaizeGDB-curated	Chr6	168,467,346	168,469,169
GRMZM2G120167	bzip119	MaizeGDB-curated	Chr4	16,152,931	16,158,076
GRMZM2G052102	bzip120	MaizeGDB-curated	Chr4	227,156,011	227,158,307
GRMZM2G112483	bzip121	MaizeGDB-curated	Chr2	33,969,678	33,974,472
GRMZM2G171912	bzip122	MaizeGDB-curated	Chr8	17,665,206	17,666,030
GRMZM2G002075	bzip123	MaizeGDB-curated	Chr2	186,805,631	186,808,459
GRMZM2G151295	bzip124	MaizeGDB-curated	Chr9	131,353,502	131,359,160
GRMZM2G008166	bzip125	MaizeGDB-curated	Chr6	111,882,466	111,885,951
AC186606.4_FG003	bzip126	MaizeGDB-curated	Chr1	182,653,546	182,654,452
GRMZM2G175280	bzip127	MaizeGDB-curated	Chr1	197,089,134	197,092,935
GRMZM2G020799	bzip13	MaizeGDB-curated	Chr5	204,603,643	204,604,321
GRMZM2G153144	bzip14	MaizeGDB-curated	Chr5	74,180,653	74,185,259
GRMZM2G402862	bzip15	MaizeGDB-curated	Chr6	83,701,174	83,703,062
GRMZM2G144480	bzip16	MaizeGDB-curated	Chr4	197,332,482	197,333,254
GRMZM2G444748	bzip160	MaizeGDB-curated	Chr5	74,948,230	74,950,097
GRMZM2G103647	bzip17	MaizeGDB-curated	Chr9	109,162,612	109,164,995
GRMZM5G848942	bzip19	MaizeGDB-curated	Chr3	210,000,778	210,007,937
GRMZM2G170079	bzip20	MaizeGDB-curated	Chr8	173,480,420	173,483,149
GRMZM2G368491	bzip21	MaizeGDB-curated	Chr3	227,566,001	227,567,569
GRMZM2G043600	bzip22	MaizeGDB-curated	Chr7	140,743,498	140,746,868
GRMZM5G821024	bzip23	MaizeGDB-curated	Chr2	140,955,847	140,960,153
GRMZM2G038015	bzip24	MaizeGDB-curated	Chr1	49,087,360	49,088,276
GRMZM2G080731	bzip25	MaizeGDB-curated	Chr8	119,662,868	119,665,630
GRMZM2G177046	bzip26	MaizeGDB-curated	Chr1	281,401,644	281,402,596
GRMZM2G131961	bzip27	MaizeGDB-curated	Chr2	6,719,168	6,724,854
GRMZM2G029979	bzip28	MaizeGDB-curated	Chr5	122,676,355	122,688,947
GRMZM2G138340	bzip29	MaizeGDB-curated	Chr1	291,173,937	291,177,741
GRMZM2G074373	bzip3	MaizeGDB-curated	Chr3	98,816,200	98,821,699
GRMZM2G370026	bzip31	MaizeGDB-curated	Chr1	179,860,588	179,861,190
GRMZM5G884349	bzip32	MaizeGDB-curated	Chr10	62,486,203	62,490,700
GRMZM2G045236	bzip34	MaizeGDB-curated	Chr6	147,087,480	147,092,015
GRMZM2G407631	bzip35	MaizeGDB-curated	Chr9	98,758,805	98,759,314
GRMZM2G080111	bzip36	MaizeGDB-curated	Chr5	101,670,496	101,671,080
GRMZM2G088140	bzip37	MaizeGDB-curated	Chr10	37,914,656	37,954,097
GRMZM2G073892	bzip38	MaizeGDB-curated	Chr5	217,591,763	217,592,969
GRMZM2G479760	bzip4	MaizeGDB-curated	Chr5	210,099,032	210,100,747
AC203957.3_FG004	bzip40	MaizeGDB-curated	Chr2	175,112,514	175,113,156
GRMZM2G019446	bzip41	MaizeGDB-curated	Chr1	288,150,005	288,174,446
GRMZM2G160136	bzip42	MaizeGDB-curated	Chr3	47,233,315	47,236,145
GRMZM2G149150	bzip43	MaizeGDB-curated	Chr4	194,939,730	194,943,802
GRMZM2G438293	bzip44	MaizeGDB-curated	Chr8	165,990,148	165,991,775
GRMZM2G093020	bzip45	MaizeGDB-curated	Chr1	143,352,528	143,354,301
GRMZM2G037910	bzip46	MaizeGDB-curated	Chr2	194,763,066	194,765,126
AC200057.4_FG007	bzip47	MaizeGDB-curated	Chr7	140,723,278	140,728,024
GRMZM2G160902	bzip48	MaizeGDB-curated	Chr3	128,957,708	128,959,418
GRMZM2G478417	bzip49	MaizeGDB-curated	Chr1	199,519,465	199,525,696
GRMZM2G358701	bzip5	MaizeGDB-curated	Chr10	123,688,845	123,694,048
GRMZM2G336766	bzip50	MaizeGDB-curated	Chr4	234,937,825	234,938,696
GRMZM2G438652	bzip51	MaizeGDB-curated	Chr7	3,077,372	3,078,435
GRMZM2G174284	bzip52	MaizeGDB-curated	Chr1	51,753,616	51,759,590
GRMZM2G027976	bzip53	MaizeGDB-curated	Chr3	196,217,599	196,220,887
GRMZM2G361847	bzip54	MaizeGDB-curated	Chr7	174,267,403	174,273,062
GRMZM2G386273	bzip55	MaizeGDB-curated	Chr5	5,632,236	5,633,262
GRMZM2G019907	bzip56	MaizeGDB-curated	Chr3	187,349,410	187,394,170
GRMZM2G149040	bzip58	MaizeGDB-curated	Chr7	173,190,014	173,195,685
GRMZM2G396632	bzip59	MaizeGDB-curated	Chr6	119,010,423	119,011,019
GRMZM2G039828	bzip6	MaizeGDB-curated	Chr3	11,637,318	11,638,804
GRMZM2G025812	bzip60	MaizeGDB-curated	Chr9	100,855,159	100,857,284
GRMZM2G137046	bzip61	MaizeGDB-curated	Chr5	112,670,143	112,675,317
GRMZM2G332294	bzip62	MaizeGDB-curated	Chr1	196,404,600	196,407,477
GRMZM2G011119	bzip63	MaizeGDB-curated	Chr4	189,210,328	189,213,307
GRMZM2G473274	bzip64	MaizeGDB-curated	Chr9	153,788,422	153,790,144
GRMZM2G180847	bzip65	MaizeGDB-curated	Chr2	194,071,950	194,077,869
GRMZM2G342424	bzip66	MaizeGDB-curated	Chr5	58,361,634	58,369,149
